Category,Scope of Work,Checklist,Sector
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Utility Rooms,General
Pre-Bid,10 21 13 Toilet Partitions,Ceiling and floor supports and attachments.,General
Pre-Bid,10 21 13 Toilet Partitions,"Check accessories included, such as hooks, bumpers, paper holders, handbag shelf, etc.",General
Pre-Bid,10 21 13 Toilet Partitions,"Check doors, sometimes specified but not shown.",General
Pre-Bid,10 21 13 Toilet Partitions,"Confirm if floor mount or ceiling hung?  If ceiling hung, are pedestals required by Owner for added support?",General
Pre-Bid,10 21 13 Toilet Partitions,Confirm installation - some suppliers of partitions install too.,General
Pre-Bid,10 21 13 Toilet Partitions,"Floor or ceiling supports: A: If floor check type and who furnishes and install. B: If ceiling, check if channel hangers required and who will furnish and install and who punches required holes.",General
Pre-Bid,10 21 13 Toilet Partitions,"Material (phenolic, stainless steel?)",General
Pre-Bid,10 21 13 Toilet Partitions,Provision for pay locks. If applicable,General
Pre-Bid,10 21 13 Toilet Partitions,Supply and /or erect anchor plates in drywall.,General
Pre-Bid,10 21 13 Toilet Partitions,Type of finish – baked on or porcelain enamel.,General
Pre-Bid,10 21 13 Toilet Partitions,"Type of hardware, special or manufacturer’s standard?",General
Pre-Bid,10 21 13 Toilet Partitions,Urinal screens included?,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,100% design/build and must meet or exceed all state and local applicable codes,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Booster pumps or fire pump.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"Cardox, Halon, CO02. If applicable",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Confirm design fees and stamped drawings are included,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Confirm fire pump size and HP meets requirements for specifications and owners intent,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"Confirm if project is within seismic zone, and if it is, confirm that this was planned for and acommodated.",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Confirm piping sizes and types - are these per spec?,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Ensure that Fire protection bids are based on the correct materials being stored,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"Excavation and backfill, pits, kickers.",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Fire stopping / penetrations,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Has Fire Dept Connection (FDC) been provided?  Confirm location,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,How many hose valves have been provided vs how many required? (Usually one at each required exit mandoor),General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"If project is FM global, confirm bid has included costs impacted by this requirement",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"If the project has a generator, confirm that transfer switch is included.",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Inserts for hangers.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Installation of tamper and flow switches.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Monitoring requirements,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Painting.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"Protection of sprinkler heads – bags, etc. (REQUIRED)",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Pump lead times.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,"Refer to Ryan Master Specifications Sections: Automatic Fire Protection- Multi Story, Automatic Fire Protection System- Distribution Facility",General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Siamese connections? Or fire department connections.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Site work? 5’ from building? Final connection? Or 1’-0” AFF?,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Sleeves / coring as required.,General
Pre-Bid,21 13 00 Automatic Sprinkler Systems,Underground fire loop test pressure – watch in poor soil.,General
Pre-Bid,22 00 00 Plumbing,ADA compliance.,General
Pre-Bid,22 00 00 Plumbing,All connections – roof and drain deck drainage – tie into storm drainage or parking lot curb.,General
Pre-Bid,22 00 00 Plumbing,Condensate drains & ties into storm drainage or parking lot curb.,General
Pre-Bid,22 00 00 Plumbing,Confirm backflow preventer furnished and installed (if fire protection is not installing their backflow preventer make sure plumber is).,General
Pre-Bid,22 00 00 Plumbing,"Confirm counts of fixtures (toilets, sinks, urinals, hose bibs, roof hydrants, scrubber dumps, mop/slop sink, fountains, etc.",General
Pre-Bid,22 00 00 Plumbing,Confirm Excavation by this sub - if not then whom?,General
Pre-Bid,22 00 00 Plumbing,Confirm expected LF of piping runs compared to bidders,General
Pre-Bid,22 00 00 Plumbing,"Confirm floor drain count (approx) with sanitary piping, vent piping, clean outs.",General
Pre-Bid,22 00 00 Plumbing,Confirm Gas piping provided by this sub or by HVAC,General
Pre-Bid,22 00 00 Plumbing,Confirm Hot water heaters and quantities,General
Pre-Bid,22 00 00 Plumbing,Confirm Trench drains with lids and sanitary piping (set/embed into concrete by concrete sub),General
Pre-Bid,22 00 00 Plumbing,Coordinate slab demo with demo contractor to ensure proper removals / widths provided,General
Pre-Bid,22 00 00 Plumbing,"Demolition work, if any.",General
Pre-Bid,22 00 00 Plumbing,Design fees engineered / stamped drawings included if Design build.,General
Pre-Bid,22 00 00 Plumbing,Final hook ups and disconnects of all owner-supplied equipment. If applicable.,General
Pre-Bid,22 00 00 Plumbing,"Fire stops / penetrations – cutting / coring, etc. (fire caulk).",General
Pre-Bid,22 00 00 Plumbing,Gas piping. If applicable.,General
Pre-Bid,22 00 00 Plumbing,Inserts for pipe hangers. This is important if concrete work has started. Also note if required under s.o.g. if on fill.,General
Pre-Bid,22 00 00 Plumbing,Is hot and/or cold-water insulation included?,General
Pre-Bid,22 00 00 Plumbing,"Is temporary water system for construction and compound included and, if not, get it included.",General
Pre-Bid,22 00 00 Plumbing,Lead times.,General
Pre-Bid,22 00 00 Plumbing,Painting of mechanical work? Included?,General
Pre-Bid,22 00 00 Plumbing,Plumber provides drain connections for sprinkler contract.,General
Pre-Bid,22 00 00 Plumbing,"Plumber to provide such additional valves and make necessary tests at various levels or sections to permit masonry partition work to proceed, etc.",General
Pre-Bid,22 00 00 Plumbing,"Plumber to seal, insulate, restore firesafing at any penetrations made for plumbing work",General
Pre-Bid,22 00 00 Plumbing,Pool piping and drainage system. If applicable.,General
Pre-Bid,22 00 00 Plumbing,"Receive, store, and install garbage disposals. If applicable",General
Pre-Bid,22 00 00 Plumbing,Roof drain systems.,General
Pre-Bid,22 00 00 Plumbing,Sanitary caulking of all fixtures.,General
Pre-Bid,22 00 00 Plumbing,Site utilities with 5’ of building? All final connections.,General
Pre-Bid,22 00 00 Plumbing,Sleeves as required.,General
Pre-Bid,22 00 00 Plumbing,"Special finishes of covering, painting of underground and concealed piping. Concealed pipe painted with Asphalt?",General
Pre-Bid,22 00 00 Plumbing,Starters for motors furnished under this contract. Who furnishes?,General
Pre-Bid,22 00 00 Plumbing,Supply bladder for testing drains in showers versus tile guy.,General
Pre-Bid,22 00 00 Plumbing,Tub protection.,General
Pre-Bid,22 00 00 Plumbing,Water softeners. If applicable.,General
Pre-Bid,22 00 00 Plumbing,Who does tagging and/or painting or lines?,General
Pre-Bid,22 00 00 Plumbing,Who is responsible for plumbing inspections?,General
Pre-Bid,22 00 00 Plumbing,"Who provides excavation, backfill and concrete work specified under these headings? Rock? Dewatering?",General
Pre-Bid,22 00 00 Plumbing,Wood/blocking?,General
Pre-Bid,23 00 00  HVAC,Check specifications for other required units.,General
Pre-Bid,23 00 00  HVAC,"Code compliance – are all accessories (fire dampers, etc.) included, whether or not shown, to comply with existing codes? Check toilet and kitchen exhaust systems.",General
Pre-Bid,23 00 00  HVAC,Confirm and coordinate power requirements with Electrical sub,General
Pre-Bid,23 00 00  HVAC,Confirm building controls provided by this sub,General
Pre-Bid,23 00 00  HVAC,Confirm existing roof can support loads (coordinate with structural engineer),General
Pre-Bid,23 00 00  HVAC,Confirm Gas piping provided by this sub or by Plumber,General
Pre-Bid,23 00 00  HVAC,Confirm roof frames required with Misc. Metals Sub,General
Pre-Bid,23 00 00  HVAC,Confirm roof frames required with Roofing Sub for flashing,General
Pre-Bid,23 00 00  HVAC,Confirm this sub includes cutting existing metal roof deck for openings required for their work (typically required in TI work),General
Pre-Bid,23 00 00  HVAC,"Confirm this sub includes sealing, insulating, firesafing, and other restoration required for penetrations/openings created by HVAC sub",General
Pre-Bid,23 00 00  HVAC,Confirm who is supplying and installing electric unit heaters (if any) (by HVAC or by  Electric),General
Pre-Bid,23 00 00  HVAC,Coordination drawings required on projects with heavy concentration of MEP in plenum space.,General
Pre-Bid,23 00 00  HVAC,Design fees included for Design build project?,General
Pre-Bid,23 00 00  HVAC,Electric Heater included for utility rooms?,General
Pre-Bid,23 00 00  HVAC,"Fire and smoke wall penetration detail, reinforcement, damper, sealing, etc.",General
Pre-Bid,23 00 00  HVAC,"Gas piping interior or exterior?  If exterior - are piping supports required?  If yes, who supplies?  Do these need pads under them to progect roof membrane?",General
Pre-Bid,23 00 00  HVAC,Hoisting included?,General
Pre-Bid,23 00 00  HVAC,"Is all sheet metal included? Are duct insulation requirements clear, i.e. are supply ducts in ceiling plenum insulated? Is sound lining included?",General
Pre-Bid,23 00 00  HVAC,Motor starters furnished and installed by this sub or by Electrical sub?,General
Pre-Bid,23 00 00  HVAC,"Outside louvers and/or grilles, are they included? and if not, is there any question on who supplies?",General
Pre-Bid,23 00 00  HVAC,Partial balancing and/or testing for owner occupancy or to permit other trades to work.,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Are all material in accordance with plans and specs?,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Are motor starters included? Are they in motor control centers?,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Are smoke detectors included? Heat detectors?,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Check “acceptable manufacturer’s list” to see if bids conform.,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Is painting included?,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Partial testing of piping systems to permit other trades to work.,General
Pre-Bid,23 00 00  HVAC,Pipe and Specialties - Who does tagging and/or painting of identification on piping?,General
Pre-Bid,23 00 00  HVAC,"Pipe and Specialties - Who furnishes master control panel, if required?",General
Pre-Bid,23 00 00  HVAC,Schedule and lead times.,General
Pre-Bid,23 00 00  HVAC,Sheet metal gauge?,General
Pre-Bid,23 00 00  HVAC,Supports?,General
Pre-Bid,23 00 00  HVAC,Test and Balancing included? If applicable.,General
Pre-Bid,23 00 00  HVAC,"Training of owners reps, if applicable.",General
Pre-Bid,26 00 00 Electrical,Ceiling fans / fan supports. If applicable.,General
Pre-Bid,26 00 00 Electrical,Concrete pads if required.,General
Pre-Bid,26 00 00 Electrical,"Concrete work, excavation, cutting and patching.",General
Pre-Bid,26 00 00 Electrical,Conduits and conductors for secondaries,General
Pre-Bid,26 00 00 Electrical,Conduits for primaries and site utilities (Telco and Gas Co),General
Pre-Bid,26 00 00 Electrical,"Confirm conductors and power to site items (monument sign, guardshack, gates, smoker's shelter, scales, etc.)",General
Pre-Bid,26 00 00 Electrical,Confirm power to Fire pump,General
Pre-Bid,26 00 00 Electrical,Contract item list and equipment schedule. Check any deviations or substitutions.,General
Pre-Bid,26 00 00 Electrical,"Control wiring for HVAC contract. Who wires EPs, PEs alarms, remote indication, remote control and who furnishes the central panel? Is it pre-wired?",General
Pre-Bid,26 00 00 Electrical,Coring as required.,General
Pre-Bid,26 00 00 Electrical,Electric gate openers. If applicable.,General
Pre-Bid,26 00 00 Electrical,Electric utility piping.,General
Pre-Bid,26 00 00 Electrical,Final hook up and disconnect of owner furnished equipment.,General
Pre-Bid,26 00 00 Electrical,Fire alarm turnkey.,General
Pre-Bid,26 00 00 Electrical,"Fire stopping penetrations. If not, by whom?",General
Pre-Bid,26 00 00 Electrical,Furnish and install fire alarm - confirm extent / scope - is it just to code or more per Owner spec,General
Pre-Bid,26 00 00 Electrical,Furnish and Install motor starters - confirm scope with HVAC,General
Pre-Bid,26 00 00 Electrical,Furnish and install site lighting and concrete lightpole bases,General
Pre-Bid,26 00 00 Electrical,"Furnish and install VFD's? (Could be integral to the HVAC Equipment and will be provided by the HVAC Sub, others are off the shelf and by Electrical).",General
Pre-Bid,26 00 00 Electrical,Heat tape/trace.,General
Pre-Bid,26 00 00 Electrical,Hook up irrigation controller.,General
Pre-Bid,26 00 00 Electrical,"Install Electric unit heaters - (supplied by HVAC? If so, confirm scope with HVAC)",General
Pre-Bid,26 00 00 Electrical,"Install smoke detectors (Supplied by HVAC sub? If so, confirm with HVAC)",General
Pre-Bid,26 00 00 Electrical,Installation and wiring of controls and alarms provided my mechanical and sprinkler subcontractors.,General
Pre-Bid,26 00 00 Electrical,Lightening protection. If applicable,General
Pre-Bid,26 00 00 Electrical,Lighting Lead times.,General
Pre-Bid,26 00 00 Electrical,"Lighting Schedule per documents? If not, sub to provide what is included in their price.",General
Pre-Bid,26 00 00 Electrical,"Limitations on use of aluminum conduit – prohibited in concrete, review specifications.",General
Pre-Bid,26 00 00 Electrical,Low voltage wiring – control wiring – hook-up non-package units / fire alarm shut down. If applicable,General
Pre-Bid,26 00 00 Electrical,"Power requirements to operate elevators during construction – temporary generator if needed, car power, car phone line, control wiring.",General
Pre-Bid,26 00 00 Electrical,Provide excavation for their own work (concrete / asphalt demo by others) and stone backfill inside buiding and under paved surfaces,General
Pre-Bid,26 00 00 Electrical,"Provide infrastructure for LV items (raceway, conduits, boxes, etc.)",General
Pre-Bid,26 00 00 Electrical,Provide sub pricing for parts and smarts for LV items?,General
Pre-Bid,26 00 00 Electrical,"Review extent of special systems – fire alarm, communications, security, energy management, and nurse call.",General
Pre-Bid,26 00 00 Electrical,"Satellite TV conduit – wiring (exterior conduit), interior TV terminations & jacks. If applicable",General
Pre-Bid,26 00 00 Electrical,"Site lighting, site electrical.",General
Pre-Bid,26 00 00 Electrical,Sleeves as required.,General
Pre-Bid,26 00 00 Electrical,Special grounding requirements.,General
Pre-Bid,26 00 00 Electrical,Swimming pool equipment hook-up complete. Coordinate with pool subcontractor. If applicable.,General
Pre-Bid,26 00 00 Electrical,Telephone / cable utility piping.,General
Pre-Bid,26 00 00 Electrical,Telephone conduit – wiring (cat 5). If applicable.,General
Pre-Bid,26 00 00 Electrical,Temporary lighting as required / bulb / bathrooms / stairways.,General
Pre-Bid,26 00 00 Electrical,Temporary power – max 75 ft. travel.,General
Pre-Bid,26 00 00 Electrical,Wiring of kitchen equipment – are extension cords included? If applicable.,General
,,,
,,"Applied filters:
Scope of Work is not (Blank)
Category is not (Blank)
Scope of Work is 02 40 00 Demolition, 03 30 00 Cast In Place Concrete, 04 22 00 Concrete Unit Masonry, 04 40 00 Stone, 05 10 00 Structural Steel, 05 50 00 Metal Fabrication, 06 10 00 Rough Carpentry, 06 20 00 Carpentry and Millwork, 06 40 00 Architectural Woodwork, 07 10 00 Dampproofing & Waterproofing, 07 24 00 EIFS, 07 50 00 Roofing System, 07 90 00 Joint Sealers, 08 11 00 Steel Doors and Frames, 08 14 00 Wood Doors and Frames, 08 36 00 Sectional Overhead Doors, 08 71 00 Finish Door Hardware, 08 81 00 Glass and Glazing, 084000 Alum Doors,Frames & Windows, 09 29 00 Gypsum Board, 09 30 00 Tile and Stone Tile, 09 51 00 Acoustical Ceilings, 09 65 00 Resilient Flooring, 09 68 00 Carpet, 09 90 00 Paints, Stains & Coatings, 10 21 13 Toilet Partitions, 11 00 00 Dock Equipment, 21 13 00 Automatic Sprinkler Systems, 22 00 00 Plumbing, 23 00 00  HVAC, 26 00 00 Electrical, or 32 01 00 Site Concrete
Category is Pre-Bid or Pre-Award",
